State,year,Served,InCare_Sep30,Entered,Exited,Waiting_Adoption,parental_rights_terminated,adopted
Oregon,FY 2018,10912,7577.000000000002,3565.999999999993,3335.0000000000186,1791.9999999999977,1255.9999999999995,679.0000000000002
Pennsylvania,FY 2009,34393,22009.999999999716,16353.999999999878,12382.99999999993,3356.000000000027,1692.9999999999964,2243.000000000002
Pennsylvania,FY 2010,32641,21342.00000000011,16525.999999999938,11298.999999999993,2908.9999999999986,1571.0000000000036,2364.999999999981
Pennsylvania,FY 2011,25151,14315.00000000004,10687.000000000022,10835.999999999962,2065.9999999999854,1276.9999999999993,2012.9999999999752
Pennsylvania,FY 2012,23523,14514.999999999973,10288.999999999987,9007.99999999999,1923.9999999999905,1258.0000000000016,1881.0000000000257
Pennsylvania,FY 2013,22955.000000000044,14269.999999999996,9788.000000000004,8685.999999999962,1908.9999999999993,1246.0000000000011,1892.0000000000186
Pennsylvania,FY 2014,24293,14837.999999999924,10945.99999999996,9454.999999999995,1896.0000000000045,1209.99999999999,1849.0000000000173
Pennsylvania,FY 2015,25388,16080.999999999882,11289.999999999904,9306.99999999989,2425.0000000000123,1402.9999999999966,1832.000000000018
Pennsylvania,FY 2016,25822,16086.000000000078,10899.000000000075,9736.000000000011,3091.9999999999754,1611.9999999999939,1917.0000000000127
Pennsylvania,FY 2017,26552,16890.99999999996,10998.000000000011,9660.999999999973,3711.000000000014,2068,2077.000000000001
Pennsylvania,FY 2018,26497,16566.00000000006,10154.999999999996,9930.999999999996,3763.0000000000177,2255.999999999982,2628.000000000035
Puerto Rico,FY 2009,4398.000000000001,3582.0000000000023,1032.9999999999998,817.9999999999989,39.999999999999964,3.9999999999999982,201.99999999999972
Puerto Rico,FY 2010,5320.0000000000055,4100.999999999997,1782.9999999999989,1251.999999999998,76.00000000000004,6.000000000000028,116.00000000000004
Puerto Rico,FY 2011,5005,4362.99999999999,1230.0000000000016,641.9999999999999,745.9999999999998,57.99999999999991,56.000000000000306
Puerto Rico,FY 2012,4772,4309.999999999997,922.0000000000011,462.00000000000006,822.0000000000014,19.00000000000008,46.99999999999963
Puerto Rico,FY 2013,4833.999999999996,4196.999999999989,1343.9999999999993,637.0000000000015,797.0000000000002,23.99999999999998,19.000000000000068
Puerto Rico,FY 2014,4239.999999999999,3696.000000000003,760.0000000000011,545.000000000002,688.0000000000014,12.999999999999993,10.99999999999999
Puerto Rico,FY 2015,4417.999999999999,4189.999999999997,496.0000000000011,297.0000000000002,263.0000000000004,29.000000000000092,19.000000000000057
Puerto Rico,FY 2016,4446.000000000008,4264.0000000000055,361.9999999999997,253.00000000000014,257.9999999999994,27.000000000000057,0
Puerto Rico,FY 2017,4693.999999999992,4539.000000000006,372.00000000000034,196.00000000000017,300.00000000000017,30.000000000000007,0
Puerto Rico,FY 2018,2354,2231.0000000000005,752.0000000000005,122.99999999999997,279.00000000000136,10.99999999999999,39.00000000000024
Rhode Island,FY 2009,3716,2112.000000000006,1446.9999999999968,1604.0000000000057,332.99999999999966,200.00000000000034,271.99999999999994
Rhode Island,FY 2010,3466,2085.9999999999973,1464.999999999998,1380.0000000000007,308.99999999999955,177.00000000000003,184.0000000000003
Rhode Island,FY 2011,3209,1806.0000000000068,1219.000000000001,1403.0000000000016,267.00000000000074,148.0000000000001,201.00000000000009
Rhode Island,FY 2012,2935,1706.9999999999943,1234.0000000000014,1227.9999999999977,222.0000000000002,129.00000000000028,190.99999999999986
Rhode Island,FY 2013,2902,1788.9999999999995,1253.9999999999998,1113.0000000000007,250.0000000000003,112.99999999999991,162.0000000000007
Rhode Island,FY 2014,2973.0000000000014,1798.0000000000023,1320.0000000000007,1180.0000000000032,212.00000000000114,103.00000000000011,201.9999999999997
Rhode Island,FY 2015,2948,1837.999999999999,1224.0000000000014,1109.9999999999995,303.0000000000004,113.99999999999999,211.00000000000043
Rhode Island,FY 2016,2868,1654.0000000000023,1087.0000000000005,1213.9999999999986,296.0000000000002,109.99999999999984,279.0000000000003
Rhode Island,FY 2017,2863,1845.9999999999977,1262.9999999999975,1017.0000000000018,317,108.0000000000001,250.0000000000007
Rhode Island,FY 2018,3108.999999999998,2002.9999999999998,1322.9999999999993,1106.9999999999993,315.99999999999926,102.00000000000006,254.00000000000009
South Carolina,FY 2009,8725,4978.000000000008,3721.9999999999936,3746.9999999999945,1862.0000000000036,923.0000000000015,513.0000000000025
South Carolina,FY 2010,8290,4487.00000000001,3393.0000000000055,3803.000000000009,1698.9999999999961,857.0000000000011,528.9999999999969
South Carolina,FY 2011,7354,3821.0000000000136,2937.9999999999877,3533.000000000009,1415,673.9999999999991,588.0000000000002
South Carolina,FY 2012,6522,3112.9999999999936,2796.000000000001,3409.000000000011,1335.999999999999,585.0000000000001,776.0000000000016
South Carolina,FY 2013,5989,3187.9999999999923,2939.000000000005,2801.000000000004,1225.9999999999995,598.999999999999,505.9999999999995
South Carolina,FY 2014,6520,3460.9999999999864,3406.999999999979,3058.999999999991,1210.9999999999966,564.0000000000002,449.00000000000085
South Carolina,FY 2015,7038,3726.000000000003,3644.000000000002,3312,1212.9999999999998,540.0000000000008,402.99999999999727
South Carolina,FY 2016,7413,3967.9999999999864,3757.999999999995,3444.9999999999973,1343.9999999999975,557.9999999999994,433.0000000000026
South Carolina,FY 2017,7579,4040.9999999999927,3685.999999999998,3537.999999999996,1469.999999999996,526.9999999999998,486.99999999999807
South Carolina,FY 2018,8047,4456.000000000006,4097.999999999992,3591.000000000002,1591.0000000000057,594.0000000000017,435.0000000000004
South Dakota,FY 2009,2865,1484.000000000001,1448.000000000003,1380.9999999999977,379.9999999999998,310.000000000001,167.00000000000014
South Dakota,FY 2010,2892,1485.0000000000048,1458.9999999999995,1407,418.0000000000003,336.99999999999915,133.00000000000014
South Dakota,FY 2011,2836,1407.0000000000002,1406.9999999999977,1428.9999999999995,375.9999999999993,315.0000000000007,168.00000000000048
South Dakota,FY 2012,2543,1399.0000000000052,1190.0000000000002,1144.0000000000018,397.0000000000008,313.0000000000004,126.00000000000018
South Dakota,FY 2013,2296,1253.0000000000043,929.9999999999999,1043.000000000001,353.9999999999994,280.99999999999943,177.0000000000002
South Dakota,FY 2014,2187,1174.0000000000011,956.0000000000011,1013.0000000000008,335.9999999999995,292.0000000000007,158.99999999999957
South Dakota,FY 2015,2179,1279.999999999999,1039.0000000000005,899.0000000000006,308.0000000000006,255.99999999999974,121.00000000000016
South Dakota,FY 2016,2377,1416.0000000000043,1150.9999999999993,961.0000000000011,361.00000000000057,284.00000000000034,110.00000000000018
South Dakota,FY 2017,2571,1603.0000000000005,1184.0000000000005,967.9999999999993,365.0000000000005,313.0000000000004,181.00000000000017
South Dakota,FY 2018,2705,1560.0000000000005,1144.0000000000023,1144.9999999999995,371.00000000000176,345.00000000000017,183.00000000000009
Tennessee,FY 2009,11063,6050.000000000008,5631.999999999973,5013.000000000002,1019.0000000000003,883.0000000000068,1000.9999999999931
Tennessee,FY 2010,11026,6007.000000000016,5886.000000000019,5018.999999999997,788.9999999999978,688.9999999999992,972.0000000000097
Tennessee,FY 2011,11289,6974.999999999994,6310.000000000016,4313.999999999998,792.0000000000006,638.0000000000008,772.0000000000015
Tennessee,FY 2012,12225,7439.99999999996,6430.999999999994,4785.000000000003,948.9999999999986,779.0000000000008,813.0000000000066
Tennessee,FY 2013,12844,7763.000000000025,6699.999999999994,5081.000000000002,1076.9999999999948,891.9999999999957,1159.9999999999905
Tennessee,FY 2014,11929,7342.00000000001,5402.000000000006,4586.999999999988,1178.0000000000043,950.9999999999994,1161.9999999999952
Tennessee,FY 2015,12188.000000000005,7599.000000000064,5979.00000000001,4591.000000000024,1267.999999999998,1055.9999999999925,1112.0000000000039
Tennessee,FY 2016,12480,7694.000000000029,6015.000000000023,4785.999999999995,1301,1111.9999999999975,1224.9999999999945
Tennessee,FY 2017,13246,8557.999999999998,6679.000000000001,4688.000000000008,1321.9999999999982,1066.9999999999957,1259.9999999999916
Tennessee,FY 2018,14170,8929.000000000005,6887.999999999983,5240.999999999996,1625.0000000000064,998.9999999999927,1248.0000000000018
Texas,FY 2009,40846,26685.999999999996,12769.000000000031,14160.000000000005,12843.999999999898,9318.000000000038,4975.999999999975
Texas,FY 2010,42658,28947.0000000001,16109.000000000042,13711.000000000042,13108.000000000024,8747.999999999982,4708.999999999973
Texas,FY 2011,45826,30108.99999999989,16902.999999999967,15717.000000000062,13480.999999999947,9119.999999999929,4718.000000000019
Texas,FY 2012,46505,29612.999999999978,16619.000000000036,16891.999999999967,13154.000000000047,9000.999999999995,5039.00000000005
Texas,FY 2013,46286,29625.000000000233,16919.999999999865,16660.999999999924,12991.000000000096,8806.999999999936,5442.999999999941
Texas,FY 2014,46777.00000000017,30357.99999999965,17356.999999999734,16420.000000000106,13238.000000000067,8825.000000000051,5221.00000000001
Texas,FY 2015,47492,29989.999999999916,17318.999999999953,17502.000000000087,12643.000000000107,8879.00000000002,5457.000000000007
Texas,FY 2016,48962.99999999995,30737.999999999985,19193.000000000062,18226.99999999992,12376.999999999984,8330.000000000031,5723.000000000003
Texas,FY 2017,50330.99999999987,32150.000000000153,19839.999999999905,18182.999999999894,13443.000000000045,8549.000000000016,5360.999999999994
Texas,FY 2018,52360.99999999987,32960.00000000071,20497.000000000076,19403.000000000073,13822.000000000016,8887.999999999987,5747.999999999935
Utah,FY 2009,4725,2759.000000000006,2059.999999999999,1966.0000000000025,565.0000000000003,337.9999999999998,502.00000000000097
Utah,FY 2010,4928,2885.9999999999995,2225.9999999999973,2041.999999999996,553.0000000000009,307,573.9999999999973
Utah,FY 2011,4855,2701.0000000000123,2033.9999999999982,2153.9999999999995,566.9999999999999,336.9999999999999,576.9999999999994
Utah,FY 2012,4897,2813.0000000000127,2262.0000000000005,2084.000000000004,570.000000000001,306.9999999999996,561.9999999999989
Utah,FY 2013,4881,2709.000000000011,2182.0000000000023,2171.9999999999986,611.9999999999984,421.00000000000074,587.0000000000016
Utah,FY 2014,5031,2959.9999999999914,2393.0000000000005,2070.999999999995,629.0000000000013,364.00000000000017,605.0000000000034
Utah,FY 2015,5110,2703.9999999999923,2270.0000000000014,2405.999999999997,593.9999999999997,294.9999999999998,695.0000000000001
Utah,FY 2016,4997,2838.0000000000086,2365.0000000000005,2159.000000000002,629.9999999999993,304.00000000000176,631.9999999999949
Utah,FY 2017,5062,2954.0000000000055,2284.0000000000055,2107.999999999998,801.9999999999997,385.99999999999994,664.9999999999964
Utah,FY 2018,4874,2610.9999999999873,1978.9999999999952,2263.0000000000005,728.0000000000005,387.0000000000014,818.0000000000027
Vermont,FY 2009,1707,1061.999999999997,549.9999999999999,646.9999999999993,231.0000000000002,165.99999999999997,156.0000000000005
Vermont,FY 2010,1579.0000000000011,933.0000000000002,555.0000000000001,652.9999999999994,180.00000000000048,136.99999999999997,161.00000000000026
Vermont,FY 2011,1546.0000000000014,1009.9999999999989,664.0000000000002,542.0000000000005,196.00000000000028,135.00000000000003,133.99999999999977
Vermont,FY 2012,1565.9999999999998,974.9999999999987,605.9999999999998,596.0000000000005,225.9999999999999,158.99999999999986,172.00000000000026
Vermont,FY 2013,1604.0000000000002,970.9999999999998,677,634.0000000000002,213.00000000000028,170.99999999999972,178.9999999999999
Vermont,FY 2014,1721.0000000000016,1123.0000000000007,788.0000000000005,599.9999999999987,231.99999999999926,197.9999999999995,164.00000000000003
Vermont,FY 2015,2045,1332.0000000000016,957.9999999999999,713.0000000000001,303.9999999999999,192.99999999999991,189.00000000000028
Vermont,FY 2016,2072,1323.0000000000016,775.9999999999999,750.9999999999994,386.9999999999989,243.99999999999991,215.9999999999998
Vermont,FY 2017,2013.0000000000014,1269.9999999999982,756.0000000000009,744.9999999999998,328.9999999999993,239.99999999999997,286.99999999999966
Vermont,FY 2018,2044.9999999999998,1307.9999999999986,881.0000000000001,740,323.9999999999997,233.00000000000026,261.9999999999997
Virginia,FY 2009,9338,5967.999999999982,2634.000000000008,3368.999999999989,1616.9999999999927,1065.9999999999993,662.9999999999997
Virginia,FY 2010,8555.00000000001,5414.000000000005,2779.000000000006,3143.0000000000055,1561.999999999999,1266.9999999999989,746.9999999999997
Virginia,FY 2011,7836.000000000003,4845.999999999997,2614.0000000000164,2990.9999999999945,1371.9999999999968,954.0000000000001,755.0000000000066
Virginia,FY 2012,7507,4579.000000000008,2652.999999999997,2928.0000000000005,1519.0000000000011,1096.9999999999993,638.9999999999993
Virginia,FY 2013,7182.000000000005,4326.999999999987,2582.9999999999914,2855.999999999996,1502.9999999999966,1051.9999999999955,709.0000000000038
Virginia,FY 2014,7393,4597.000000000004,3039.9999999999964,2795.999999999999,1531.9999999999943,1101.000000000004,631.9999999999966
Virginia,FY 2015,7479.0000000000055,4734.999999999998,2879.0000000000023,2745.0000000000005,1708.0000000000002,1124.9999999999982,561.9999999999975
Virginia,FY 2016,7782,4889.999999999993,2940.0000000000036,2891.9999999999927,1886.0000000000023,1321.9999999999989,626.999999999999
Virginia,FY 2017,7634.999999999999,4794.999999999994,2741.0000000000064,2842.0000000000023,1826.0000000000043,1306.9999999999973,801
Virginia,FY 2018,7754.000000000004,4915.000000000012,2940.000000000004,2848.999999999997,1765.9999999999977,1090.9999999999993,879.0000000000045
Washington,FY 2009,17433,10960.999999999953,5914.00000000001,6471.999999999986,3146.999999999993,2016.9999999999973,1633.9999999999877
Washington,FY 2010,16077,10135.999999999955,6248.999999999992,5941.000000000016,3088.9999999999995,1740.9999999999884,1632.999999999992
Washington,FY 2011,15055,9533.000000000002,5642.999999999992,5522.000000000009,2782.9999999999923,1340.0000000000057,1582.9999999999943
Washington,FY 2012,14685,9606.000000000031,5298.9999999999845,5079.000000000023,2859.999999999998,1324.0000000000014,1227.0000000000002
Washington,FY 2013,15222,10208.000000000031,5755.9999999999845,5013.999999999976,3100.9999999999886,1489.0000000000034,1327.999999999995
Washington,FY 2014,16154,10630.000000000004,6070.000000000021,5524.000000000016,3213.0000000000064,1624.9999999999955,1361.9999999999936
Washington,FY 2015,16170,10664.99999999997,5704.000000000014,5504.999999999999,3074.999999999987,1566.9999999999939,1484.0000000000084
Washington,FY 2016,16252,10958.99999999997,5736.000000000024,5293.000000000003,3277.999999999996,1574.9999999999968,1387.0000000000111
Washington,FY 2017,16778,11354.999999999995,5922.000000000009,5422.999999999999,3568.999999999991,1730.000000000006,1345.0000000000134
Washington,FY 2018,16821,11398.999999999982,5568.000000000028,5422.000000000004,3732.999999999995,1966.0000000000061,1331.0000000000016
West Virginia,FY 2009,7276,4236.999999999994,2999.9999999999927,3039,1219.9999999999975,1055.999999999998,540.9999999999973
West Virginia,FY 2010,7085,4112.000000000006,2954.9999999999964,2973.0000000000105,1240.9999999999968,1013.0000000000024,662.0000000000032
West Virginia,FY 2011,7505,4475.000000000007,3486,3030.0000000000027,1474.0000000000016,1163.9999999999982,698.0000000000006
West Virginia,FY 2012,7394,4561.999999999997,3460.0000000000105,2832.0000000000036,1407.0000000000025,1039.000000000003,631.9999999999966
West Virginia,FY 2013,7906,4389.000000000016,3467.000000000009,3517.000000000003,1363.9999999999998,1004.9999999999947,877.0000000000016
West Virginia,FY 2014,8069,4555.999999999997,3824.99999999999,3512.999999999992,1387.9999999999982,1044.9999999999998,852.0000000000016
West Virginia,FY 2015,8417,4958.9999999999945,3950.000000000013,3457.9999999999945,1455.9999999999948,1031,892.9999999999933
West Virginia,FY 2016,9440,5972.999999999996,4624.999999999984,3467.0000000000064,2147.0000000000005,1455.0000000000036,940.0000000000058
West Virginia,FY 2017,10441,6633.000000000018,4922.999999999998,3807.9999999999986,2402.9999999999986,1710.9999999999945,1069.000000000003
West Virginia,FY 2018,11567,7138.00000000001,5080.999999999971,4429.000000000014,2375.999999999995,1751.9999999999995,1399.000000000007
Wisconsin,FY 2009,11714.999999999995,6796.000000000027,4567.999999999982,4920.000000000011,1256.000000000005,620.0000000000026,768.9999999999999
Wisconsin,FY 2010,11035,6574.999999999983,4523.000000000019,4464.999999999992,1159.0000000000007,556.0000000000002,755.0000000000057
Wisconsin,FY 2011,10833.000000000004,6546.999999999965,4442.00000000001,4292.000000000005,1162.9999999999998,642.9999999999993,717.0000000000024
Wisconsin,FY 2012,10785.000000000004,6384.00000000002,4431.999999999997,4402.999999999978,1129.0000000000005,612.9999999999977,761.0000000000048
Wisconsin,FY 2013,10852.000000000013,6539.000000000027,4668.000000000002,4315.0000000000055,1153.0000000000034,592.0000000000011,800.0000000000049
Wisconsin,FY 2014,11157.99999999999,6918.0000000000355,4818.000000000019,4241.000000000008,1148.0000000000011,586.0000000000022,734.9999999999991
Wisconsin,FY 2015,11451,7090.99999999998,4700.0000000000155,4359.999999999987,1267.0000000000034,664.9999999999976,642.999999999998
Wisconsin,FY 2016,11621,7382.000000000003,4783.000000000002,4239.000000000006,1389.000000000001,763.999999999996,668.9999999999912
Wisconsin,FY 2017,12226.000000000015,7721.000000000011,5174.999999999976,4512.000000000021,1397.0000000000007,726.0000000000001,691.9999999999969
Wisconsin,FY 2018,12539.000000000064,7819.000000000012,4986.000000000032,4723.999999999994,1404.0000000000018,662.9999999999976,755.0000000000053
Wyoming,FY 2009,2179,1084.0000000000007,1132.0000000000018,1094.9999999999986,98.00000000000017,57.99999999999991,76.00000000000023
Wyoming,FY 2010,1933,938.9999999999997,975,994,110.9999999999998,55.000000000000064,74.99999999999999
Wyoming,FY 2011,1843,863.9999999999999,984.0000000000007,979.0000000000034,130.0000000000003,65.00000000000013,72.99999999999991
Wyoming,FY 2012,1779,949.0000000000003,976.000000000001,830.0000000000002,114.99999999999996,56.999999999999964,81.00000000000021
Wyoming,FY 2013,1890,980.9999999999986,1004.9999999999998,908.9999999999991,84.99999999999996,26.000000000000025,86.00000000000014
Wyoming,FY 2014,1879,985.0000000000016,978.9999999999993,893.9999999999997,80.99999999999997,12.999999999999993,74.99999999999999
Wyoming,FY 2015,2082,1081.9999999999998,1141.0000000000011,999.9999999999995,69.00000000000016,20.000000000000046,74.00000000000014
Wyoming,FY 2016,2011,993.0000000000003,986,1017.9999999999983,60.99999999999994,22.000000000000043,89.00000000000014
Wyoming,FY 2017,2062,1084.9999999999982,1134.000000000001,977.0000000000025,69.00000000000003,16.999999999999975,81.99999999999999
Wyoming,FY 2018,2098,1091.0000000000016,1067.9999999999998,1007.0000000000001,122.00000000000034,41.99999999999999,74.99999999999997
